agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	completed
De atleet op de tafels verleidt	De atleet op de tafels verleiden	verleidt	verleiden	1	5	singular	plural	De atleet op de tafels verleidt de persoon.
De vader op de vrachtwagens mist	De vader op de vrachtwagens missen	mist	missen	1	5	singular	plural	De vader op de vrachtwagens mist de persoon.
De inwoner onder de bomen begrijpt	De inwoner onder de bomen begrijpen	begrijpt	begrijpen	1	5	singular	plural	De inwoner onder de bomen begrijpt de persoon.
De winnaar bij de bureaus onderzoekt	De winnaar bij de bureaus onderzoeken	onderzoekt	onderzoeken	1	5	singular	plural	De winnaar bij de bureaus onderzoekt de persoon.
De schrijver bij de fietsen mist	De schrijver bij de fietsen missen	mist	missen	1	5	singular	plural	De schrijver bij de fietsen mist de persoon.
De inwoner onder de stoelen stimuleert	De inwoner onder de stoelen stimuleren	stimuleert	stimuleren	1	5	singular	plural	De inwoner onder de stoelen stimuleert de persoon.
De advocaat achter de fietsen vermijdt	De advocaat achter de fietsen vermijden	vermijdt	vermijden	1	5	singular	plural	De advocaat achter de fietsen vermijdt de persoon.
De boer op de stoelen onderzoekt	De boer op de stoelen onderzoeken	onderzoekt	onderzoeken	1	5	singular	plural	De boer op de stoelen onderzoekt de persoon.
De inwoner naast de fietsen kent	De inwoner naast de fietsen kennen	kent	kennen	1	5	singular	plural	De inwoner naast de fietsen kent de persoon.
De tante bij de bureaus hoort	De tante bij de bureaus horen	hoort	horen	1	5	singular	plural	De tante bij de bureaus hoort de persoon.
De oom bij de vrachtwagens hoort	De oom bij de vrachtwagens horen	hoort	horen	1	5	singular	plural	De oom bij de vrachtwagens hoort de persoon.
De boer onder de ramen vermijdt	De boer onder de ramen vermijden	vermijdt	vermijden	1	5	singular	plural	De boer onder de ramen vermijdt de persoon.
De moeder achter de fietsen herkent	De moeder achter de fietsen herkennen	herkent	herkennen	1	5	singular	plural	De moeder achter de fietsen herkent de persoon.
De advocaat bij de stoelen ziet	De advocaat bij de stoelen zien	ziet	zien	1	5	singular	plural	De advocaat bij de stoelen ziet de persoon.
De oom achter de ramen steunt	De oom achter de ramen steunen	steunt	steunen	1	5	singular	plural	De oom achter de ramen steunt de persoon.
De meid op de stoelen hoort	De meid op de stoelen horen	hoort	horen	1	5	singular	plural	De meid op de stoelen hoort de persoon.
De oom onder de fietsen kent	De oom onder de fietsen kennen	kent	kennen	1	5	singular	plural	De oom onder de fietsen kent de persoon.
De man bij de vrachtwagens onderzoekt	De man bij de vrachtwagens onderzoeken	onderzoekt	onderzoeken	1	5	singular	plural	De man bij de vrachtwagens onderzoekt de persoon.
De winnaar onder de fietsen groet	De winnaar onder de fietsen groeten	groet	groeten	1	5	singular	plural	De winnaar onder de fietsen groet de persoon.
De man bij de stoelen onderzoekt	De man bij de stoelen onderzoeken	onderzoekt	onderzoeken	1	5	singular	plural	De man bij de stoelen onderzoekt de persoon.
De meid bij de vrachtwagens verleidt	De meid bij de vrachtwagens verleiden	verleidt	verleiden	1	5	singular	plural	De meid bij de vrachtwagens verleidt de persoon.
De inwoner achter de fietsen verleidt	De inwoner achter de fietsen verleiden	verleidt	verleiden	1	5	singular	plural	De inwoner achter de fietsen verleidt de persoon.
De man achter de stoelen mist	De man achter de stoelen missen	mist	missen	1	5	singular	plural	De man achter de stoelen mist de persoon.
De moeder bij de fietsen stimuleert	De moeder bij de fietsen stimuleren	stimuleert	stimuleren	1	5	singular	plural	De moeder bij de fietsen stimuleert de persoon.
De schrijver onder de stoelen mist	De schrijver onder de stoelen missen	mist	missen	1	5	singular	plural	De schrijver onder de stoelen mist de persoon.
De inwoner onder de bomen mist	De inwoner onder de bomen missen	mist	missen	1	5	singular	plural	De inwoner onder de bomen mist de persoon.
De man bij de bureaus vertrouwt	De man bij de bureaus vertrouwen	vertrouwt	vertrouwen	1	5	singular	plural	De man bij de bureaus vertrouwt de persoon.
De moeder onder de vrachtwagens kent	De moeder onder de vrachtwagens kennen	kent	kennen	1	5	singular	plural	De moeder onder de vrachtwagens kent de persoon.
De advocaat naast de vrachtwagens mist	De advocaat naast de vrachtwagens missen	mist	missen	1	5	singular	plural	De advocaat naast de vrachtwagens mist de persoon.
De inwoner bij de stoelen hoort	De inwoner bij de stoelen horen	hoort	horen	1	5	singular	plural	De inwoner bij de stoelen hoort de persoon.
De inwoner bij de bomen mist	De inwoner bij de bomen missen	mist	missen	1	5	singular	plural	De inwoner bij de bomen mist de persoon.
De inwoner bij de vrachtwagens ziet	De inwoner bij de vrachtwagens zien	ziet	zien	1	5	singular	plural	De inwoner bij de vrachtwagens ziet de persoon.
De winnaar onder de fietsen vermijdt	De winnaar onder de fietsen vermijden	vermijdt	vermijden	1	5	singular	plural	De winnaar onder de fietsen vermijdt de persoon.
De persoon onder de vrachtwagens vermijdt	De persoon onder de vrachtwagens vermijden	vermijdt	vermijden	1	5	singular	plural	De persoon onder de vrachtwagens vermijdt de persoon.
De winnaars op de vrachtwagen begrijpen	De winnaars op de vrachtwagen begrijpt	begrijpen	begrijpt	1	5	plural	singular	De winnaars op de vrachtwagen begrijpen de persoon.
De ooms naast het raam zien	De ooms naast het raam ziet	zien	ziet	1	5	plural	singular	De ooms naast het raam zien de persoon.
De meiden onder de vrachtwagen horen	De meiden onder de vrachtwagen hoort	horen	hoort	1	5	plural	singular	De meiden onder de vrachtwagen horen de persoon.
De vaders naast de boom vermijden	De vaders naast de boom vermijdt	vermijden	vermijdt	1	5	plural	singular	De vaders naast de boom vermijden de persoon.
De mannen onder het raam missen	De mannen onder het raam mist	missen	mist	1	5	plural	singular	De mannen onder het raam missen de persoon.
De schrijvers naast het raam groeten	De schrijvers naast het raam groet	groeten	groet	1	5	plural	singular	De schrijvers naast het raam groeten de persoon.
De vaders achter het bureau herkennen	De vaders achter het bureau herkent	herkennen	herkent	1	5	plural	singular	De vaders achter het bureau herkennen de persoon.
De boeren op de stoel vertrouwen	De boeren op de stoel vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De boeren op de stoel vertrouwen de persoon.
De ooms bij de vrachtwagen roepen	De ooms bij de vrachtwagen roept	roepen	roept	1	5	plural	singular	De ooms bij de vrachtwagen roepen de persoon.
De ooms op de fiets kennen	De ooms op de fiets kent	kennen	kent	1	5	plural	singular	De ooms op de fiets kennen de persoon.
De boeren op het bureau steunen	De boeren op het bureau steunt	steunen	steunt	1	5	plural	singular	De boeren op het bureau steunen de persoon.
De boeren bij de stoel steunen	De boeren bij de stoel steunt	steunen	steunt	1	5	plural	singular	De boeren bij de stoel steunen de persoon.
De meiden achter de tafel steunen	De meiden achter de tafel steunt	steunen	steunt	1	5	plural	singular	De meiden achter de tafel steunen de persoon.
De vaders naast de tafel bekritiseren	De vaders naast de tafel bekritiseert	bekritiseren	bekritiseert	1	5	plural	singular	De vaders naast de tafel bekritiseren de persoon.
De atleten bij het raam bekritiseren	De atleten bij het raam bekritiseert	bekritiseren	bekritiseert	1	5	plural	singular	De atleten bij het raam bekritiseren de persoon.
De winnaars onder de tafel steunen	De winnaars onder de tafel steunt	steunen	steunt	1	5	plural	singular	De winnaars onder de tafel steunen de persoon.
De winnaars naast het bureau vermijden	De winnaars naast het bureau vermijdt	vermijden	vermijdt	1	5	plural	singular	De winnaars naast het bureau vermijden de persoon.
De personen achter de boom bekritiseren	De personen achter de boom bekritiseert	bekritiseren	bekritiseert	1	5	plural	singular	De personen achter de boom bekritiseren de persoon.
De boeren bij de vrachtwagen vermijden	De boeren bij de vrachtwagen vermijdt	vermijden	vermijdt	1	5	plural	singular	De boeren bij de vrachtwagen vermijden de persoon.
De inwoners achter de tafel vertrouwen	De inwoners achter de tafel vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De inwoners achter de tafel vertrouwen de persoon.
De winnaars onder het bureau steunen	De winnaars onder het bureau steunt	steunen	steunt	1	5	plural	singular	De winnaars onder het bureau steunen de persoon.
De ooms bij de boom bekritiseren	De ooms bij de boom bekritiseert	bekritiseren	bekritiseert	1	5	plural	singular	De ooms bij de boom bekritiseren de persoon.
De schrijvers naast de stoel verleiden	De schrijvers naast de stoel verleidt	verleiden	verleidt	1	5	plural	singular	De schrijvers naast de stoel verleiden de persoon.
De schrijvers bij het bureau herkennen	De schrijvers bij het bureau herkent	herkennen	herkent	1	5	plural	singular	De schrijvers bij het bureau herkennen de persoon.
De moeders naast de tafel roepen	De moeders naast de tafel roept	roepen	roept	1	5	plural	singular	De moeders naast de tafel roepen de persoon.
De vrienden bij de vrachtwagen vertrouwen	De vrienden bij de vrachtwagen vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De vrienden bij de vrachtwagen vertrouwen de persoon.
De vrienden naast de tafel vermijden	De vrienden naast de tafel vermijdt	vermijden	vermijdt	1	5	plural	singular	De vrienden naast de tafel vermijden de persoon.
De vaders naast de tafel kennen	De vaders naast de tafel kent	kennen	kent	1	5	plural	singular	De vaders naast de tafel kennen de persoon.
De winnaars op de vrachtwagen roepen	De winnaars op de vrachtwagen roept	roepen	roept	1	5	plural	singular	De winnaars op de vrachtwagen roepen de persoon.
De vaders naast de tafel onderzoeken	De vaders naast de tafel onderzoekt	onderzoeken	onderzoekt	1	5	plural	singular	De vaders naast de tafel onderzoeken de persoon.
De vrienden naast de stoel vertrouwen	De vrienden naast de stoel vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De vrienden naast de stoel vertrouwen de persoon.
De vrienden achter de tafel begrijpen	De vrienden achter de tafel begrijpt	begrijpen	begrijpt	1	5	plural	singular	De vrienden achter de tafel begrijpen de persoon.
De inwoners onder de vrachtwagen bekritiseren	De inwoners onder de vrachtwagen bekritiseert	bekritiseren	bekritiseert	1	5	plural	singular	De inwoners onder de vrachtwagen bekritiseren de persoon.
De advocaten bij de fiets roepen	De advocaten bij de fiets roept	roepen	roept	1	5	plural	singular	De advocaten bij de fiets roepen de persoon.
De ooms naast de tafel roepen	De ooms naast de tafel roept	roepen	roept	1	5	plural	singular	De ooms naast de tafel roepen de persoon.
De inwoners bij de vrachtwagen zien	De inwoners bij de vrachtwagen ziet	zien	ziet	1	5	plural	singular	De inwoners bij de vrachtwagen zien de persoon.
De inwoners bij de tafel verleiden	De inwoners bij de tafel verleidt	verleiden	verleidt	1	5	plural	singular	De inwoners bij de tafel verleiden de persoon.
De boeren achter de fiets zien	De boeren achter de fiets ziet	zien	ziet	1	5	plural	singular	De boeren achter de fiets zien de persoon.
De inwoners op de vrachtwagen steunen	De inwoners op de vrachtwagen steunt	steunen	steunt	1	5	plural	singular	De inwoners op de vrachtwagen steunen de persoon.
De boeren bij het raam begrijpen	De boeren bij het raam begrijpt	begrijpen	begrijpt	1	5	plural	singular	De boeren bij het raam begrijpen de persoon.
De meiden onder de stoel zien	De meiden onder de stoel ziet	zien	ziet	1	5	plural	singular	De meiden onder de stoel zien de persoon.
De tantes bij de fiets begrijpen	De tantes bij de fiets begrijpt	begrijpen	begrijpt	1	5	plural	singular	De tantes bij de fiets begrijpen de persoon.
De personen op de vrachtwagen missen	De personen op de vrachtwagen mist	missen	mist	1	5	plural	singular	De personen op de vrachtwagen missen de persoon.
De advocaten naast het raam begrijpen	De advocaten naast het raam begrijpt	begrijpen	begrijpt	1	5	plural	singular	De advocaten naast het raam begrijpen de persoon.
De vaders onder het bureau onderzoeken	De vaders onder het bureau onderzoekt	onderzoeken	onderzoekt	1	5	plural	singular	De vaders onder het bureau onderzoeken de persoon.
De moeders onder de tafel herkennen	De moeders onder de tafel herkent	herkennen	herkent	1	5	plural	singular	De moeders onder de tafel herkennen de persoon.
De advocaten op de tafel groeten	De advocaten op de tafel groet	groeten	groet	1	5	plural	singular	De advocaten op de tafel groeten de persoon.
De inwoners onder de boom stimuleren	De inwoners onder de boom stimuleert	stimuleren	stimuleert	1	5	plural	singular	De inwoners onder de boom stimuleren de persoon.
De advocaten op de vrachtwagen onderzoeken	De advocaten op de vrachtwagen onderzoekt	onderzoeken	onderzoekt	1	5	plural	singular	De advocaten op de vrachtwagen onderzoeken de persoon.
De vrienden op het raam bekritiseren	De vrienden op het raam bekritiseert	bekritiseren	bekritiseert	1	5	plural	singular	De vrienden op het raam bekritiseren de persoon.
De meiden naast de stoel bekritiseren	De meiden naast de stoel bekritiseert	bekritiseren	bekritiseert	1	5	plural	singular	De meiden naast de stoel bekritiseren de persoon.
De winnaars bij de tafel zien	De winnaars bij de tafel ziet	zien	ziet	1	5	plural	singular	De winnaars bij de tafel zien de persoon.
De vaders onder de stoel vertrouwen	De vaders onder de stoel vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De vaders onder de stoel vertrouwen de persoon.
De winnaars bij het raam herkennen	De winnaars bij het raam herkent	herkennen	herkent	1	5	plural	singular	De winnaars bij het raam herkennen de persoon.
De boeren achter de tafel groeten	De boeren achter de tafel groet	groeten	groet	1	5	plural	singular	De boeren achter de tafel groeten de persoon.
De moeders onder de stoel onderzoeken	De moeders onder de stoel onderzoekt	onderzoeken	onderzoekt	1	5	plural	singular	De moeders onder de stoel onderzoeken de persoon.
De inwoners op de boom begrijpen	De inwoners op de boom begrijpt	begrijpen	begrijpt	1	5	plural	singular	De inwoners op de boom begrijpen de persoon.
De vrienden naast de stoel onderzoeken	De vrienden naast de stoel onderzoekt	onderzoeken	onderzoekt	1	5	plural	singular	De vrienden naast de stoel onderzoeken de persoon.
De ooms bij de stoel onderzoeken	De ooms bij de stoel onderzoekt	onderzoeken	onderzoekt	1	5	plural	singular	De ooms bij de stoel onderzoeken de persoon.
De personen naast de vrachtwagen zien	De personen naast de vrachtwagen ziet	zien	ziet	1	5	plural	singular	De personen naast de vrachtwagen zien de persoon.
De mannen op de boom roepen	De mannen op de boom roept	roepen	roept	1	5	plural	singular	De mannen op de boom roepen de persoon.
De inwoners op de fiets begrijpen	De inwoners op de fiets begrijpt	begrijpen	begrijpt	1	5	plural	singular	De inwoners op de fiets begrijpen de persoon.
De personen naast de boom begrijpen	De personen naast de boom begrijpt	begrijpen	begrijpt	1	5	plural	singular	De personen naast de boom begrijpen de persoon.
De mannen achter de stoel kennen	De mannen achter de stoel kent	kennen	kent	1	5	plural	singular	De mannen achter de stoel kennen de persoon.
De boeren achter de stoel stimuleren	De boeren achter de stoel stimuleert	stimuleren	stimuleert	1	5	plural	singular	De boeren achter de stoel stimuleren de persoon.
De vaders op het raam roepen	De vaders op het raam roept	roepen	roept	1	5	plural	singular	De vaders op het raam roepen de persoon.
De moeders op de stoel kennen	De moeders op de stoel kent	kennen	kent	1	5	plural	singular	De moeders op de stoel kennen de persoon.
De mannen onder het raam roepen	De mannen onder het raam roept	roepen	roept	1	5	plural	singular	De mannen onder het raam roepen de persoon.
De ooms naast de tafel vertrouwen	De ooms naast de tafel vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De ooms naast de tafel vertrouwen de persoon.
De meiden bij de fiets stimuleren	De meiden bij de fiets stimuleert	stimuleren	stimuleert	1	5	plural	singular	De meiden bij de fiets stimuleren de persoon.
De vaders op het raam missen	De vaders op het raam mist	missen	mist	1	5	plural	singular	De vaders op het raam missen de persoon.
De tantes bij de stoel groeten	De tantes bij de stoel groet	groeten	groet	1	5	plural	singular	De tantes bij de stoel groeten de persoon.
De schrijvers bij de stoel stimuleren	De schrijvers bij de stoel stimuleert	stimuleren	stimuleert	1	5	plural	singular	De schrijvers bij de stoel stimuleren de persoon.
De ooms bij de boom groeten	De ooms bij de boom groet	groeten	groet	1	5	plural	singular	De ooms bij de boom groeten de persoon.
De ooms op de boom vermijden	De ooms op de boom vermijdt	vermijden	vermijdt	1	5	plural	singular	De ooms op de boom vermijden de persoon.
De advocaten onder het bureau verleiden	De advocaten onder het bureau verleidt	verleiden	verleidt	1	5	plural	singular	De advocaten onder het bureau verleiden de persoon.
De advocaten achter de vrachtwagen horen	De advocaten achter de vrachtwagen hoort	horen	hoort	1	5	plural	singular	De advocaten achter de vrachtwagen horen de persoon.
De vrienden bij de vrachtwagen horen	De vrienden bij de vrachtwagen hoort	horen	hoort	1	5	plural	singular	De vrienden bij de vrachtwagen horen de persoon.
De atleten bij de tafel begrijpen	De atleten bij de tafel begrijpt	begrijpen	begrijpt	1	5	plural	singular	De atleten bij de tafel begrijpen de persoon.
De schrijvers naast de vrachtwagen vertrouwen	De schrijvers naast de vrachtwagen vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De schrijvers naast de vrachtwagen vertrouwen de persoon.
De vrienden bij de tafel missen	De vrienden bij de tafel mist	missen	mist	1	5	plural	singular	De vrienden bij de tafel missen de persoon.
De mannen bij het bureau zien	De mannen bij het bureau ziet	zien	ziet	1	5	plural	singular	De mannen bij het bureau zien de persoon.
De personen naast het raam stimuleren	De personen naast het raam stimuleert	stimuleren	stimuleert	1	5	plural	singular	De personen naast het raam stimuleren de persoon.
De schrijvers onder de vrachtwagen steunen	De schrijvers onder de vrachtwagen steunt	steunen	steunt	1	5	plural	singular	De schrijvers onder de vrachtwagen steunen de persoon.
De mannen onder het bureau horen	De mannen onder het bureau hoort	horen	hoort	1	5	plural	singular	De mannen onder het bureau horen de persoon.
De personen bij de tafel kennen	De personen bij de tafel kent	kennen	kent	1	5	plural	singular	De personen bij de tafel kennen de persoon.
De advocaten op het bureau groeten	De advocaten op het bureau groet	groeten	groet	1	5	plural	singular	De advocaten op het bureau groeten de persoon.
De atleten op de stoel herkennen	De atleten op de stoel herkent	herkennen	herkent	1	5	plural	singular	De atleten op de stoel herkennen de persoon.
De winnaars bij de vrachtwagen bekritiseren	De winnaars bij de vrachtwagen bekritiseert	bekritiseren	bekritiseert	1	5	plural	singular	De winnaars bij de vrachtwagen bekritiseren de persoon.
De moeders achter de boom kennen	De moeders achter de boom kent	kennen	kent	1	5	plural	singular	De moeders achter de boom kennen de persoon.
De atleten naast de boom zien	De atleten naast de boom ziet	zien	ziet	1	5	plural	singular	De atleten naast de boom zien de persoon.
De schrijvers onder het bureau steunen	De schrijvers onder het bureau steunt	steunen	steunt	1	5	plural	singular	De schrijvers onder het bureau steunen de persoon.
De moeders bij de stoel begrijpen	De moeders bij de stoel begrijpt	begrijpen	begrijpt	1	5	plural	singular	De moeders bij de stoel begrijpen de persoon.
De boeren naast de tafel roepen	De boeren naast de tafel roept	roepen	roept	1	5	plural	singular	De boeren naast de tafel roepen de persoon.
De moeders achter de tafel vertrouwen	De moeders achter de tafel vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De moeders achter de tafel vertrouwen de persoon.
De advocaten op het bureau kennen	De advocaten op het bureau kent	kennen	kent	1	5	plural	singular	De advocaten op het bureau kennen de persoon.
De moeders op het raam onderzoeken	De moeders op het raam onderzoekt	onderzoeken	onderzoekt	1	5	plural	singular	De moeders op het raam onderzoeken de persoon.
De boeren achter de fiets vertrouwen	De boeren achter de fiets vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De boeren achter de fiets vertrouwen de persoon.
De vrienden onder de tafel vertrouwen	De vrienden onder de tafel vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De vrienden onder de tafel vertrouwen de persoon.
De ooms onder de vrachtwagen stimuleren	De ooms onder de vrachtwagen stimuleert	stimuleren	stimuleert	1	5	plural	singular	De ooms onder de vrachtwagen stimuleren de persoon.
De atleten op het bureau groeten	De atleten op het bureau groet	groeten	groet	1	5	plural	singular	De atleten op het bureau groeten de persoon.
De inwoners bij de fiets vertrouwen	De inwoners bij de fiets vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De inwoners bij de fiets vertrouwen de persoon.
De vrienden bij het raam vertrouwen	De vrienden bij het raam vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De vrienden bij het raam vertrouwen de persoon.
De inwoners onder de vrachtwagen missen	De inwoners onder de vrachtwagen mist	missen	mist	1	5	plural	singular	De inwoners onder de vrachtwagen missen de persoon.
De winnaars bij de stoel begrijpen	De winnaars bij de stoel begrijpt	begrijpen	begrijpt	1	5	plural	singular	De winnaars bij de stoel begrijpen de persoon.
De advocaten op het bureau vertrouwen	De advocaten op het bureau vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De advocaten op het bureau vertrouwen de persoon.
De moeders op de stoel horen	De moeders op de stoel hoort	horen	hoort	1	5	plural	singular	De moeders op de stoel horen de persoon.
De tantes onder de vrachtwagen stimuleren	De tantes onder de vrachtwagen stimuleert	stimuleren	stimuleert	1	5	plural	singular	De tantes onder de vrachtwagen stimuleren de persoon.
De inwoners op het raam stimuleren	De inwoners op het raam stimuleert	stimuleren	stimuleert	1	5	plural	singular	De inwoners op het raam stimuleren de persoon.
De meiden bij de vrachtwagen groeten	De meiden bij de vrachtwagen groet	groeten	groet	1	5	plural	singular	De meiden bij de vrachtwagen groeten de persoon.
De mannen achter de tafel stimuleren	De mannen achter de tafel stimuleert	stimuleren	stimuleert	1	5	plural	singular	De mannen achter de tafel stimuleren de persoon.
De inwoners bij het bureau steunen	De inwoners bij het bureau steunt	steunen	steunt	1	5	plural	singular	De inwoners bij het bureau steunen de persoon.
De vaders achter de tafel horen	De vaders achter de tafel hoort	horen	hoort	1	5	plural	singular	De vaders achter de tafel horen de persoon.
De advocaten onder de boom steunen	De advocaten onder de boom steunt	steunen	steunt	1	5	plural	singular	De advocaten onder de boom steunen de persoon.
De vaders achter de fiets groeten	De vaders achter de fiets groet	groeten	groet	1	5	plural	singular	De vaders achter de fiets groeten de persoon.
De moeders naast de fiets begrijpen	De moeders naast de fiets begrijpt	begrijpen	begrijpt	1	5	plural	singular	De moeders naast de fiets begrijpen de persoon.
De tantes op de tafel verleiden	De tantes op de tafel verleidt	verleiden	verleidt	1	5	plural	singular	De tantes op de tafel verleiden de persoon.
De advocaten bij de fiets vertrouwen	De advocaten bij de fiets vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De advocaten bij de fiets vertrouwen de persoon.
De personen naast de vrachtwagen steunen	De personen naast de vrachtwagen steunt	steunen	steunt	1	5	plural	singular	De personen naast de vrachtwagen steunen de persoon.
De tantes op de stoel zien	De tantes op de stoel ziet	zien	ziet	1	5	plural	singular	De tantes op de stoel zien de persoon.
De atleten onder de boom groeten	De atleten onder de boom groet	groeten	groet	1	5	plural	singular	De atleten onder de boom groeten de persoon.
De tantes achter de stoel zien	De tantes achter de stoel ziet	zien	ziet	1	5	plural	singular	De tantes achter de stoel zien de persoon.
De mannen bij het raam begrijpen	De mannen bij het raam begrijpt	begrijpen	begrijpt	1	5	plural	singular	De mannen bij het raam begrijpen de persoon.
De advocaten onder de vrachtwagen onderzoeken	De advocaten onder de vrachtwagen onderzoekt	onderzoeken	onderzoekt	1	5	plural	singular	De advocaten onder de vrachtwagen onderzoeken de persoon.
De boeren bij de fiets missen	De boeren bij de fiets mist	missen	mist	1	5	plural	singular	De boeren bij de fiets missen de persoon.
De meiden achter de fiets stimuleren	De meiden achter de fiets stimuleert	stimuleren	stimuleert	1	5	plural	singular	De meiden achter de fiets stimuleren de persoon.
De schrijvers onder de vrachtwagen roepen	De schrijvers onder de vrachtwagen roept	roepen	roept	1	5	plural	singular	De schrijvers onder de vrachtwagen roepen de persoon.
De advocaten onder de boom roepen	De advocaten onder de boom roept	roepen	roept	1	5	plural	singular	De advocaten onder de boom roepen de persoon.
De vrienden bij het bureau roepen	De vrienden bij het bureau roept	roepen	roept	1	5	plural	singular	De vrienden bij het bureau roepen de persoon.
De vaders bij het raam vertrouwen	De vaders bij het raam vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De vaders bij het raam vertrouwen de persoon.
De mannen op het bureau roepen	De mannen op het bureau roept	roepen	roept	1	5	plural	singular	De mannen op het bureau roepen de persoon.
De personen bij het raam begrijpen	De personen bij het raam begrijpt	begrijpen	begrijpt	1	5	plural	singular	De personen bij het raam begrijpen de persoon.
De meiden op de vrachtwagen missen	De meiden op de vrachtwagen mist	missen	mist	1	5	plural	singular	De meiden op de vrachtwagen missen de persoon.
De tantes onder de boom verleiden	De tantes onder de boom verleidt	verleiden	verleidt	1	5	plural	singular	De tantes onder de boom verleiden de persoon.
De moeders naast de stoel herkennen	De moeders naast de stoel herkent	herkennen	herkent	1	5	plural	singular	De moeders naast de stoel herkennen de persoon.
De moeders bij het raam herkennen	De moeders bij het raam herkent	herkennen	herkent	1	5	plural	singular	De moeders bij het raam herkennen de persoon.
De advocaten op de stoel missen	De advocaten op de stoel mist	missen	mist	1	5	plural	singular	De advocaten op de stoel missen de persoon.
De moeders op het raam vermijden	De moeders op het raam vermijdt	vermijden	vermijdt	1	5	plural	singular	De moeders op het raam vermijden de persoon.
De mannen achter de vrachtwagen missen	De mannen achter de vrachtwagen mist	missen	mist	1	5	plural	singular	De mannen achter de vrachtwagen missen de persoon.
De inwoners achter de fiets vertrouwen	De inwoners achter de fiets vertrouwt	vertrouwen	vertrouwt	1	5	plural	singular	De inwoners achter de fiets vertrouwen de persoon.
De personen bij de vrachtwagen steunen	De personen bij de vrachtwagen steunt	steunen	steunt	1	5	plural	singular	De personen bij de vrachtwagen steunen de persoon.
De vrienden naast de tafel onderzoeken	De vrienden naast de tafel onderzoekt	onderzoeken	onderzoekt	1	5	plural	singular	De vrienden naast de tafel onderzoeken de persoon.
De meiden naast het bureau groeten	De meiden naast het bureau groet	groeten	groet	1	5	plural	singular	De meiden naast het bureau groeten de persoon.
De vaders achter de fiets begrijpen	De vaders achter de fiets begrijpt	begrijpen	begrijpt	1	5	plural	singular	De vaders achter de fiets begrijpen de persoon.
De meiden op de tafel zien	De meiden op de tafel ziet	zien	ziet	1	5	plural	singular	De meiden op de tafel zien de persoon.
De winnaars naast het bureau horen	De winnaars naast het bureau hoort	horen	hoort	1	5	plural	singular	De winnaars naast het bureau horen de persoon.
De personen bij de vrachtwagen begrijpen	De personen bij de vrachtwagen begrijpt	begrijpen	begrijpt	1	5	plural	singular	De personen bij de vrachtwagen begrijpen de persoon.
De mannen onder het raam herkennen	De mannen onder het raam herkent	herkennen	herkent	1	5	plural	singular	De mannen onder het raam herkennen de persoon.
De tantes naast de boom steunen	De tantes naast de boom steunt	steunen	steunt	1	5	plural	singular	De tantes naast de boom steunen de persoon.
De mannen achter de fiets roepen	De mannen achter de fiets roept	roepen	roept	1	5	plural	singular	De mannen achter de fiets roepen de persoon.
De inwoners onder de boom begrijpen	De inwoners onder de boom begrijpt	begrijpen	begrijpt	1	5	plural	singular	De inwoners onder de boom begrijpen de persoon.
De vaders onder de tafel begrijpen	De vaders onder de tafel begrijpt	begrijpen	begrijpt	1	5	plural	singular	De vaders onder de tafel begrijpen de persoon.
De mannen bij de fiets missen	De mannen bij de fiets mist	missen	mist	1	5	plural	singular	De mannen bij de fiets missen de persoon.
De mannen onder de fiets horen	De mannen onder de fiets hoort	horen	hoort	1	5	plural	singular	De mannen onder de fiets horen de persoon.
De vaders op de stoel bekritiseren	De vaders op de stoel bekritiseert	bekritiseren	bekritiseert	1	5	plural	singular	De vaders op de stoel bekritiseren de persoon.
De mannen onder het bureau begrijpen	De mannen onder het bureau begrijpt	begrijpen	begrijpt	1	5	plural	singular	De mannen onder het bureau begrijpen de persoon.
De inwoners naast de tafel missen	De inwoners naast de tafel mist	missen	mist	1	5	plural	singular	De inwoners naast de tafel missen de persoon.
De ooms op het raam bekritiseren	De ooms op het raam bekritiseert	bekritiseren	bekritiseert	1	5	plural	singular	De ooms op het raam bekritiseren de persoon.
De mannen achter het raam verleiden	De mannen achter het raam verleidt	verleiden	verleidt	1	5	plural	singular	De mannen achter het raam verleiden de persoon.
De mannen bij het bureau roepen	De mannen bij het bureau roept	roepen	roept	1	5	plural	singular	De mannen bij het bureau roepen de persoon.
De boeren onder de vrachtwagen kennen	De boeren onder de vrachtwagen kent	kennen	kent	1	5	plural	singular	De boeren onder de vrachtwagen kennen de persoon.
